Rez.Descriere, Rez.Pret euro ,Rez.Stare,Rez.Suprafata
"Apartament cu 2 camere decomandate | b-dul Titulescu | confort sporit
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Gheorgheni",142999.00 ,Dec.,61 mp
"Apartament cu 2 camere decomandate | cartier Zorilor
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Zorilor",153000.00 ,Dec.,47 mp
"Apartament cu 2 camere decomandate | Cartierul Zorilor |
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Zorilor",123000.00 ,Dec.,52 mp
"Apartament cu 2 camere decomandate | Gruia
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Gruia",112500.00 ,Dec.,52 mp
"Apartament cu 2 camere decomandate | terasa cu panorama
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mărăşti",130000.00 ,Dec.,61 mp
"Apartament cu 2 camere decomandate | Zona La Terenuri
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mănăştur",93000.00 ,Dec.,43 mp
"Apartament cu 2 camere decomandate | Zona Manastur
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mănăştur",85000.00 ,Dec.,40 mp
"Apartament cu 2 camere decomandate + garaj, zona strazii Frunzisului!
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mănăştur",145000.00 ,Dec.,54 mp
"Apartament cu 2 camere decomandate de vanzare in Centrul Clujului - Piata Unirii
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Central",155000.00 ,Dec.,50 mp
"Apartament cu 2 camere DECOMANDATE de vanzare in Gheorgheni
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Gheorgheni",123000.00 ,Dec.,50 mp
"Apartament cu 2 camere decomandate de vanzare in Marasti
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Marasti",115000.00 ,Dec.,50 mp
"Apartament cu 2 camere decomandate de vanzare in Marasti
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mărăşti",122000.00 ,Dec.,48 mp
"Apartament cu 2 camere decomandate de vanzare in Marasti
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mărăşti",127000.00 ,Semidec.,50 mp
"Apartament cu 2 camere decomandate de vanzare in Marasti
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mărăşti",137000.00 ,Dec.,57 mp
"Apartament cu 2 camere decomandate de vanzare in Marasti
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mărăşti",145000.00 ,Dec.,53 mp
"Apartament cu 2 camere decomandate de vanzare in zona Marasti
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mărăşti",125000.00 ,Dec.,52 mp
"Apartament cu 2 camere decomandate in Andrei Muresanu
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Andrei Mureşanu",136000.00 ,Dec.,56.56 mp
